FILE	T308_05745	T308_01980	pbp1A	pepN	spr1868	MYY_1559	SPNOXC_18220	SPCG_0300	folC	SP_0994	T308_07955	proS	SP_1378	glmU	pfkA	SPH_0698	gltX	SPP_1577	SPH_2221	SPH_0011	mraW	ABC-MSP	SPNINV200_04030	SPN23F_03890	groEL	fmt	SPN23F_06830	SP_0801	SP_1369	lysA	spr0747	SPH_2425	SPG_0791	hrcA	mutM	sulD	recF	MYY_0732	deoB	rseP	T308_09660	SPAP_0959	dapA	SPCG_0009	SPNOXC_10430	SPH_1568	SPNINV200_01840	sufB	SP70585_1946	recX	SPH_1677	proC	engC	dnaB	SPH_0901	SPCG_0004	glcK	trxB	T308_07675	SPNINV200_19970	HMPREF1038_01932	SPG_1501	SPCG_1853	deoC	SPCG_1945	SPCG_1937	pgk	ftsZ	SPN23F_19960	SP_1388	SP_1893	nagA	coaE	SPNA45_02072	INV104_10950	SPN23F_14690	dapB	SPCG_1000	spr1655	SPNOXC_13960	cpoA	thyA	rnz	SP670_2364	nadD	exoA	SPH_0308	accC	era	MYY_0831	SPCG_0199	SPT_0815	SPN23F_14860	SPN034156_10190	trsA	lgt	carA	adk	ulaD	pstS	SP_0204	recU	spr1158	T308_01440	SPNA45_00786	rpe2	spr0664	dnaQ	spr1400	SPAP_1556	amiF	rnc	INV104_16000	T308_05720	gla	HMPREF1038_01632	SPCG_0812	nagB	frr	T308_00050	fabG	HMPREF0837_11925	eutD	nrdF	SP70585_1168	pstB2	SP70585_0662	rpoA	SPCG_1623	T308_02840	spr2028	pstB3	deoR	SPN034156_04020	SPCG_1487	ctsR	secY	HMPREF1038_01954	SPJ_1559	HMPREF1038_01728	spr0488	nrdG	T308_10820	T308_10680	codY	SPNOXC_15600	nifU	thiW	gapA	upp	T308_08170	SPH_1611	rplB	hpt	SP670_0262	HMPREF1038_00527	SPNINV200_13110	HMPREF1038_00979	T308_05785	spr0026	T308_06415	SP_1580	ftsE	pgsA	SPAP_0270	pyrH	SP670_2107	psaC	gpmA	SPJ_0703	T308_03580	fabZ	clpP	SP670_1952	SP670_1938	dut	MYY_0778	rplC	T308_03475	HMPREF0837_10669	T308_08525	T308_08805	rplI	ciaR	MYY_1563	SPCG_0966	T308_06605	rnpA	lspA	SPP_1560	SPCG_0306	ftsL	T308_04825	T308_10715	rplU	SPNA45_00008	rpsI	SPP_1430	spr1316	SPP_1761	accB	rpsH	MYY_0416	T308_01970	rpsM	SPH_1429	spr0980	rpsE	rpsG	T308_04655	SPH_0772	spxA	rplX	rpsJ	SPNA45_01833	rplN	T308_05750	rplT	SPAP_0276	SP670_2349	SPNOXC_15380	rpsR	rpsL	rplW	infA	SPCG_1446	asp23	pyrR	T308_01120	rpsO	rplP	rpsQ	T308_03960	T308_01145	rpsS	rpmC	rpmI
6731_4#4	1	1	4	2	11	2	4	4	10	2	98	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	4	4	4	3	2	3	12	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	2	2	2	2	3	1	4	2	2	1	3	4	4	2	2	3	2	2	3	3	8	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	34	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	3	3	1	2	1	2	3	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	18	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	12	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	6	1	1	1	1	2	1	1	1	1
6731_3#20	102	6	37	2	71	51	71	13	85	2	86	4	21	7	2	53	9	12	14	40	20	10	1	46	1	6	8	8	48	15	20	2	14	12	8	1	7	8	29	45	39	7	4	2	3	4	2	3	6	13	32	43	5	1	2	2	32	7	1	3	3	9	2	5	21	3	2	4	8	2	21	6	5	2	7	23	3	7	28	2	2	3	2	2	2	2	36	2	3	26	2	31	4	2	3	9	3	2	14	25	3	6	3	3	21	2	15	2	7	1	3	2	1	4	3	3	2	24	3	2	2	3	2	2	1	2	3	1	2	3	2	2	4	4	2	4	2	3	2	2	5	6	4	1	2	2	12	1	2	14	2	5	1	2	1	2	20	2	1	2	3	2	3	2	1	4	2	2	2	2	1	2	2	3	1	3	2	1	1	2	9	1	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	10	2	3	3	2	1	1	2	1	1	2	1	1	2	2	6	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6649_8#13	77	74	78	2	52	35	60	60	64	2	26	5	4	5	2	46	32	2	14	37	7	13	1	4	1	8	34	8	5	3	10	2	30	34	3	4	28	18	20	1	2	3	33	9	4	4	2	3	6	37	15	35	3	1	2	24	2	29	1	5	3	5	2	1	2	2	2	4	3	2	3	4	3	2	26	1	3	34	12	3	2	22	2	2	3	22	30	2	3	2	2	2	4	23	3	20	3	2	3	3	3	3	1	9	4	2	21	2	3	1	3	8	1	18	6	3	3	3	3	3	1	3	2	2	1	2	2	1	2	3	11	2	8	9	2	4	2	2	2	2	2	5	2	1	2	2	20	1	2	3	2	10	1	2	1	2	2	2	13	5	8	2	13	2	1	4	2	2	2	2	1	3	2	3	4	3	2	1	12	2	2	1	1	2	1	2	2	3	3	6	2	1	1	1	2	5	2	1	3	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6755_2#21	35	7	37	59	61	47	40	12	73	2	7	4	4	5	2	3	13	4	14	1	7	3	1	4	1	49	7	12	8	34	2	2	1	37	16	46	28	34	25	1	6	7	32	2	4	12	2	3	6	5	21	13	3	1	2	2	3	7	1	10	3	4	27	1	2	9	2	4	2	2	1	3	33	2	30	1	10	16	2	2	2	2	2	2	4	2	2	2	3	2	2	6	29	26	1	7	17	1	7	3	2	3	3	2	3	2	15	3	2	18	3	2	9	20	6	2	2	2	14	25	1	3	2	2	1	2	5	1	2	3	2	2	8	4	2	4	2	16	3	10	1	2	2	1	2	2	15	2	2	2	2	4	1	1	1	2	2	12	15	2	8	2	3	2	1	2	2	2	1	2	2	2	2	3	7	2	3	1	1	2	2	7	10	2	1	2	2	11	3	2	2	1	1	1	2	2	1	1	11	2	2	2	3	2	1	4	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6938_5#16	2	2	102	2	2	2	2	2	2	2	2	1	2	2	74	8	2	2	2	2	61	2	2	2	2	3	2	2	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	16	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	13	2	2	2	2	1	2	3	2	2	2	2	2	1	2	2	2	2	2	2	3	2	2	4	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	3	2	1	1	1	2	2	2	1	2	2	1	2	2	1	2	1	2	1	2	1	2	2	1	4	2	2	1	1	3	1	2	1	2	1	2	2	2	1	2	2	2	1	1	2	2	1	2	1	2	1	2	4	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6972_2#5	94	74	7	60	52	35	60	8	64	2	26	5	4	5	2	46	32	10	14	37	7	13	1	4	1	6	34	8	5	5	10	2	30	4	7	4	28	18	2	1	2	2	5	9	4	4	2	3	6	37	15	35	3	1	2	24	2	7	1	5	27	5	27	1	2	2	2	4	3	2	3	4	20	2	26	2	3	2	12	3	2	22	2	2	3	25	30	2	3	26	2	26	4	2	18	9	3	2	3	3	3	3	1	9	21	2	21	2	8	1	3	8	1	24	3	3	3	24	3	3	1	3	2	2	15	2	2	1	2	3	11	2	17	20	2	4	2	2	3	2	2	5	2	1	2	2	20	1	2	2	2	2	1	2	1	16	2	2	5	5	8	2	13	2	1	4	2	2	2	2	1	3	2	11	1	3	2	1	1	2	2	1	1	2	1	2	2	3	1	2	2	1	1	1	2	5	2	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7004_6#32	92	96	8	7	5	7	8	70	4	2	8	15	71	4	3	9	16	7	3	5	55	3	1	4	2	6	39	5	5	5	3	2	1	14	8	4	31	8	6	1	9	5	8	2	4	12	2	3	6	7	4	14	3	1	2	5	2	5	1	31	6	38	6	4	3	3	10	3	3	2	3	3	12	21	5	1	6	6	7	2	2	5	1	2	3	1	3	2	3	2	30	9	4	2	3	4	3	9	2	5	4	3	3	2	4	3	5	3	4	1	3	4	2	4	3	3	3	2	2	3	2	3	2	2	1	2	5	1	14	4	2	4	4	3	2	4	3	2	3	2	2	5	2	3	2	2	6	1	2	4	2	2	1	2	1	2	7	2	1	2	4	2	1	2	1	2	2	2	1	2	2	3	2	3	1	1	3	1	1	2	3	7	1	2	1	2	2	3	3	2	2	2	1	1	3	2	1	2	1	2	1	3	4	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	4	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6730_5#14	118	9	7	55	80	58	89	13	96	54	96	5	4	55	2	64	48	23	56	31	7	3	4	4	2	17	7	2	64	52	2	2	1	14	4	3	28	8	2	1	20	3	2	2	3	27	2	3	32	2	36	3	23	1	2	35	2	1	1	2	27	7	2	29	18	3	2	2	8	2	22	3	40	2	2	1	3	11	36	2	3	3	2	2	15	3	9	2	2	2	3	2	3	4	3	5	3	2	32	2	2	35	35	2	3	2	15	2	32	16	20	5	1	10	21	3	17	2	2	2	1	3	2	13	1	2	5	1	2	3	2	19	5	4	2	25	2	3	3	2	29	3	5	15	2	25	2	2	2	6	2	2	1	1	1	2	2	2	1	2	12	2	3	20	1	2	2	2	2	2	1	3	2	3	17	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	2	1	1	1	2	12	1	1	1	2	2	2	3	3	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6731_4#7	10	34	15	65	48	2	82	67	7	6	76	18	4	5	3	15	13	20	43	49	2	2	10	3	1	3	7	13	17	7	2	1	1	10	22	1	2	4	7	11	4	3	16	3	4	14	2	3	6	19	1	7	31	1	2	2	12	7	1	3	3	8	29	20	35	8	2	2	5	32	1	3	21	2	2	1	32	8	6	3	3	3	2	2	4	25	24	2	22	5	2	1	4	2	3	2	3	12	3	3	3	3	9	9	3	21	5	4	7	1	3	2	25	10	3	3	2	2	2	10	2	3	2	2	1	15	4	1	2	3	2	2	4	2	2	2	2	2	2	2	1	2	1	1	2	8	4	2	3	2	2	10	1	1	1	1	2	2	1	2	7	2	18	3	1	2	2	2	1	2	1	3	2	3	1	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	2	1	2	2	2	3	2	1	10	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6841_7#23	82	88	37	66	18	45	80	8	70	2	87	4	65	5	2	48	3	23	49	1	59	3	26	34	1	57	7	4	2	5	2	2	1	34	3	9	2	33	2	1	8	3	2	2	7	2	2	21	6	52	49	37	31	1	2	2	3	5	1	3	30	5	7	36	35	3	22	4	3	29	3	4	3	2	28	1	3	37	5	2	4	2	13	24	13	4	2	2	3	2	6	2	3	33	3	5	3	2	14	23	2	32	2	2	3	21	23	2	32	1	3	2	1	2	3	3	2	3	2	24	1	3	2	6	1	2	3	1	2	2	2	3	4	9	2	7	2	2	25	2	2	3	2	1	2	2	21	4	2	2	2	10	1	2	1	2	14	2	14	2	6	2	3	2	1	2	5	2	1	2	2	2	2	3	4	12	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	2	3	2	2	1	5	15	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	4	1	1	1	1	1	2	1	1	1	1
6631_5#3	45	6	93	55	68	4	16	8	53	2	45	4	73	25	2	28	9	4	19	44	2	3	1	4	31	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	4	2	10	3	4	8	2	3	5	39	3	13	29	1	2	2	2	5	1	10	3	10	2	36	32	35	2	24	7	19	3	3	5	2	2	2	4	8	12	2	2	1	2	2	13	5	24	2	3	2	2	2	4	2	3	5	3	8	3	5	4	3	5	4	21	13	1	23	3	1	3	2	1	2	3	3	2	2	2	8	1	3	2	15	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	7	18	1	2	2	2	2	2	2	2	5	1	1	1	2	2	2	2	2	6	2	3	4	1	2	5	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	11	2	3	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6730_6#20	56	108	76	2	51	30	59	61	63	26	8	4	2	5	75	45	46	4	40	31	60	3	4	4	2	3	33	45	52	5	2	2	3	7	4	16	2	41	27	8	3	3	4	2	4	41	2	4	3	19	10	3	3	1	2	2	7	12	1	33	4	35	3	1	25	3	25	4	3	2	3	3	5	2	2	2	14	11	2	2	3	3	18	5	13	3	29	2	3	2	2	2	26	2	3	11	3	4	3	3	28	3	26	3	32	3	5	2	22	1	2	2	1	2	17	3	2	2	2	22	2	3	2	2	1	2	2	1	2	3	2	4	4	4	2	4	2	2	3	2	2	4	3	1	2	2	3	4	2	3	2	2	1	1	1	2	2	2	18	2	8	2	3	2	1	2	2	2	1	10	1	3	2	3	4	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	2	1	9	15	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	8	1	1	2	1	1	2	3	1	2	2	2	1	1	1	1	1	2	1	1	1	1
7011_3#4	94	74	7	60	52	35	60	8	64	2	26	5	4	5	2	46	32	10	14	37	7	13	1	4	1	6	34	8	5	5	10	2	30	4	7	4	28	18	2	1	2	2	5	9	4	4	2	3	6	37	15	35	3	1	2	24	2	7	1	5	27	5	27	1	2	2	2	4	3	2	3	4	20	2	26	2	3	2	12	3	2	22	2	2	3	25	30	2	3	26	2	26	4	2	18	9	3	2	3	3	3	3	1	35	21	2	21	2	3	1	3	8	1	24	3	3	3	24	3	3	1	3	2	2	15	2	2	1	2	3	11	2	17	20	2	4	2	2	3	2	2	5	2	1	2	2	20	1	2	2	2	2	1	2	1	16	2	2	5	5	8	2	13	2	1	4	2	2	2	2	1	3	2	11	1	3	2	1	1	2	2	1	1	2	1	2	2	3	1	2	2	1	1	1	2	5	2	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6925_6#12	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6680_5#18	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	37	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6631_4#3	45	6	93	55	68	4	16	8	53	2	45	4	73	25	2	28	9	4	19	44	2	3	1	4	31	43	8	2	26	7	10	2	14	7	44	1	2	11	2	1	4	2	10	3	4	8	2	3	5	39	3	13	29	1	2	2	2	5	1	10	3	10	2	36	32	35	2	24	7	19	3	3	5	2	2	2	4	8	12	2	2	1	2	2	13	5	24	2	3	2	2	2	4	2	3	5	3	8	3	5	4	3	5	4	21	13	1	23	3	1	3	2	1	2	3	3	2	2	2	8	1	3	2	5	1	2	3	1	2	2	2	4	4	2	2	4	2	2	2	2	5	7	18	1	2	2	2	2	2	2	2	5	1	1	1	20	2	2	2	2	6	2	3	4	1	2	5	2	1	2	1	4	2	3	1	2	2	1	1	2	1	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	11	2	3	1	1	2	7	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6938_5#4	110	5	7	72	16	55	60	13	88	2	3	4	15	24	2	59	9	2	4	2	2	3	1	43	2	58	35	9	59	13	10	2	31	4	4	3	2	32	2	46	20	3	1	3	37	27	5	26	3	13	8	3	16	1	2	2	4	7	5	4	3	7	34	44	21	3	10	4	8	2	3	4	4	2	7	2	2	6	17	2	10	12	2	2	2	3	3	2	3	2	2	2	8	4	3	5	3	2	30	18	33	3	9	30	4	29	2	2	15	1	3	8	24	2	3	3	3	3	3	3	2	3	2	2	1	3	2	1	2	3	3	3	4	4	2	2	2	3	2	2	2	4	2	1	2	2	2	2	3	3	2	2	1	1	1	11	12	2	1	2	6	2	3	2	1	4	2	2	1	2	1	3	2	3	4	2	2	1	1	2	1	1	1	2	10	2	2	3	3	2	2	1	1	1	2	2	1	1	1	2	2	2	6	2	1	2	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6840_1#13	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6730_3#21	54	52	5	38	41	2	44	10	47	4	50	28	4	7	3	19	33	1	31	2	2	3	1	2	2	33	2	29	35	10	2	2	1	8	29	4	22	7	2	19	18	7	9	2	14	28	14	3	6	29	7	9	3	4	2	10	2	5	1	3	4	5	3	2	3	18	2	4	6	4	1	3	20	1	2	1	3	7	2	4	3	3	2	2	23	2	8	2	3	2	2	1	8	2	1	5	3	16	3	3	4	10	21	2	4	3	5	20	3	1	3	16	2	2	2	3	3	2	2	3	12	3	2	2	1	2	2	1	2	3	2	4	4	2	2	2	2	3	3	2	2	7	2	1	1	13	2	3	2	3	2	2	1	1	1	5	2	3	1	2	7	1	1	3	1	2	2	2	2	2	1	2	2	3	4	9	2	1	1	6	2	2	1	2	1	2	2	3	3	2	10	1	2	1	2	2	1	1	6	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	3	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6972_3#2	14	105	15	22	5	2	78	89	17	2	85	1	77	5	2	52	30	8	3	2	10	3	1	27	2	3	1	5	55	5	2	25	3	15	12	1	6	2	2	35	4	3	5	3	4	4	6	3	6	2	8	13	3	1	2	2	2	14	1	4	3	4	3	42	3	39	2	2	3	4	1	3	3	2	3	1	5	4	19	2	3	4	2	31	4	10	9	2	3	28	2	2	4	2	3	15	10	2	28	3	10	30	22	3	12	3	13	2	12	1	18	6	9	29	2	3	2	27	2	3	5	3	2	2	1	18	2	1	2	3	2	3	4	4	2	4	2	3	3	2	2	4	1	1	2	2	4	16	2	2	2	2	1	1	1	1	2	2	1	2	4	2	3	2	1	2	2	2	1	2	1	2	2	3	7	2	2	1	1	2	2	2	6	2	1	2	2	3	11	3	17	1	1	1	2	2	1	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	4	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6680_6#8	1	1	4	2	11	2	4	4	10	2	98	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	4	4	4	46	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	4	2	2	4	13	2	2	2	2	3	1	4	2	2	1	3	4	4	2	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	8	1	3	3	5	1	3	2	2	2	2	3	3	3	2	3	1	2	3	1	2	1	2	3	4	4	2	3	2	2	3	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	2	2	1	3	2	2	6	2	2	1	1	3	1	1	1	2	2	2	1	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6972_3#13	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	10	1	1	1	2	1	1	1	1
7004_5#19	5	43	37	56	67	6	35	10	82	2	68	4	72	49	2	3	28	26	4	43	10	4	2	4	2	53	2	4	49	5	42	2	14	15	26	1	6	11	2	1	4	3	15	2	4	5	2	3	6	13	42	41	3	1	2	26	2	5	1	3	3	17	2	2	18	18	23	3	1	2	1	3	7	11	7	10	2	2	2	2	3	3	2	2	14	10	17	2	3	2	2	1	4	12	3	9	3	2	1	3	4	3	31	3	19	2	2	2	3	21	3	5	1	2	2	3	3	2	15	3	5	3	2	2	1	2	6	1	2	3	2	4	4	3	2	2	2	3	1	2	3	4	6	1	2	21	2	3	2	2	2	2	1	2	1	2	18	2	1	2	7	1	1	2	1	2	2	2	2	2	2	3	2	3	4	9	2	1	1	2	2	7	1	2	1	2	2	3	3	2	2	1	1	1	2	2	1	1	2	2	1	2	3	2	1	2	2	1	1	2	7	1	2	2	2	1	1	7	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6807_2#14	1	1	4	2	11	2	4	4	10	2	1	4	12	4	2	4	3	4	4	2	3	3	2	4	2	3	4	41	4	2	3	2	3	4	4	3	4	2	2	1	1	3	3	3	4	4	2	4	3	2	4	3	4	1	2	2	4	2	1	3	3	2	2	2	4	2	2	2	2	2	3	1	4	2	2	1	3	4	4	24	2	3	2	2	3	3	7	2	3	2	2	1	4	2	3	4	3	2	3	3	4	4	3	1	4	4	4	3	3	1	3	3	5	1	3	2	2	2	2	3	3	2	2	3	1	2	3	1	2	1	2	3	2	4	2	3	2	2	2	2	2	3	1	1	2	2	3	3	2	2	2	3	1	1	1	2	2	2	1	2	1	2	3	3	1	2	2	2	1	2	1	3	2	2	6	2	2	1	10	3	1	1	1	2	2	2	2	3	3	3	2	2	1	1	2	2	2	2	1	2	2	2	4	2	1	1	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1
6680_5#16	3	120	15	77	71	4	72	10	63	2	59	4	3	5	2	8	5	4	14	31	7	3	8	33	2	17	7	5	67	29	2	2	3	14	59	4	43	8	2	1	12	3	29	31	3	27	29	2	6	45	2	22	31	1	2	2	2	41	1	3	3	5	3	11	35	32	27	4	6	2	3	6	17	2	2	2	4	4	13	2	10	3	2	2	2	3	2	2	3	2	2	2	4	2	3	5	3	9	3	3	3	3	3	3	6	33	5	2	3	1	3	5	1	3	3	3	4	3	3	8	1	3	2	6	1	2	5	1	2	3	3	16	5	4	2	4	2	2	2	2	2	5	6	1	2	2	2	3	3	4	2	2	1	2	1	2	2	2	1	2	6	2	3	2	1	3	1	2	1	2	1	2	2	1	3	2	2	1	2	2	1	7	1	2	1	2	2	3	3	2	2	1	12	1	2	2	2	1	1	2	2	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
6899_5#11	75	72	15	2	50	12	18	12	2	23	29	1	57	5	3	43	37	3	14	7	7	3	2	6	2	42	2	42	21	5	2	23	1	13	25	4	6	16	2	1	40	2	4	9	4	1	2	2	6	13	7	34	3	21	2	23	27	14	1	4	3	40	2	39	3	30	2	6	2	2	3	11	22	2	29	1	3	4	6	3	3	3	17	2	2	2	11	3	2	6	2	2	4	2	3	19	3	2	3	3	3	10	3	2	3	3	5	2	6	1	3	6	18	2	3	3	3	10	7	3	2	3	2	6	1	2	2	1	2	3	2	4	4	2	2	4	2	2	2	2	2	4	1	1	2	2	19	2	2	3	2	2	1	1	1	2	2	3	1	2	6	2	2	2	1	2	2	2	2	2	1	2	2	3	1	2	2	1	1	2	2	7	1	2	1	2	2	3	3	2	5	1	1	1	2	2	1	1	1	2	1	2	3	2	1	1	2	1	1	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1
