FILE	ST	CC	serotype
6714_8#24	236	-	19F
6730_1#1	4448	-	NT
6710_6#1	4413	-	23F
6710_6#2	DLV4113	-	10A
6710_6#3	SLV1778	-	34
6710_6#4	4413	-	23F
6710_6#6	1439	-	34
6710_6#7	5115	-	13
6710_6#8	6172	-	6B
6710_6#9	2991	-	35F
6710_6#10	802	-	23F
6710_6#11	5093	-	NT
6710_6#12	6692	-	33B
6710_6#13	4414	-	19F
6710_6#14	6692	-	33B
6710_6#15	6703	-	6B
6710_6#16	289	-	5
6710_6#17	3058	-	17F
6710_6#18	802	-	23F
6710_6#19	280	-	9V
6710_6#20	4414	-	19F
6710_6#21	901	-	13
6710_6#22	DLV6149	-	16F
6710_6#23	4133	-	NT
6710_6#24	1439	-	34
6710_7#1	4414	-	19F
6710_7#2	4403	-	6A
6710_7#4	4414	-	19F
6710_7#5	2752	-	35C
6710_7#6	4414	-	19F
6710_7#7	910	-	22A
6710_7#8	4413	-	23F
6710_7#9	SLV1433	-	NT
6710_7#10	4411	-	NT
6710_7#11	802	-	23F
6710_7#12	3735	-	10B
6710_7#13	SLV1433	-	NT
6710_7#14	SLV3058	-	15A
6710_7#15	4451	-	46
6710_7#16	4389	-	3
6710_7#17	SLV802	-	23F
6710_7#18	2108	-	14
6710_7#19	1439	-	34
6710_7#20	4414	-	19F
6710_7#21	802	-	23F
6710_7#22	DLV4136	-	NT
6710_7#23	4422	-	6B
6710_7#24	1701	-	19A
6710_8#1	4406	-	35F
6710_8#2	4395	-	14
6710_8#3	SLV1778	-	34
6710_8#5	6726	-	NT
6710_8#6	4113	-	10A
6710_8#7	63	-	14
6710_8#8	4209	-	15B
6710_8#9	4414	-	19F
6710_8#10	4389	-	3
6710_8#11	4414	-	19F
6710_8#12	6692	-	33B
6710_8#13	6012	-	3
6710_8#14	SLV6692	-	6B
6710_8#15	6692	-	33B
6710_8#16	236	-	19F
6710_8#17	2355	-	17F
6710_8#18	4936	-	6A
6710_8#19	172	-	23F
6710_8#20	802	-	23F
6710_8#21	172	-	23F
6710_8#22	802	-	23F
6710_8#23	901	-	13
6710_8#24	3983	-	9N
6736_4#1	4395	-	14
6736_4#2	4389	-	3
6736_4#3	SLV6692	-	6B
6736_4#4	4389	-	3
6736_4#5	DLV7578	-	35C
6736_4#6	4654	-	8
6736_4#7	4209	-	15C
6736_4#8	338	-	23A
6736_4#9	4418	-	35F
6736_4#10	5092	-	32F
6736_4#11	6709	-	22F
6736_4#12	4209	-	15B
6736_4#13	99	-	11A
6736_4#14	156	-	9V
6736_4#15	172	-	23F
6736_4#16	4414	-	19F
6736_4#17	4955	-	34
6736_4#18	315	-	6B
6736_4#19	802	-	23F
6736_4#20	4422	-	6B
6736_4#21	4209	-	15C
6736_4#22	SLV4935	-	35C
6736_4#23	5103	-	21
6736_4#24	4936	-	6A
6736_5#1	4414	-	19F
6736_5#2	4413	-	23F
6736_5#3	4420	-	6C
6736_5#4	SLV4136	-	NT
6736_5#5	870	-	18C
6736_5#6	4414	-	19F
6736_5#7	5111	-	6B
6736_5#8	DLV4113	-	10A
6736_5#9	4408	-	6A
6736_5#10	63	-	14
6736_5#11	SLV5113	-	NT
6736_5#12	910	-	22A
6736_5#13	4422	-	6B
6736_5#15	910	-	22A
6736_5#16	DLV6149	-	16F
6736_5#17	4965	-	15A
6736_5#19	802	-	23F
6736_5#20	5477	-	6A
6736_5#21	6172	-	6B
6736_5#22	3735	-	10B
6736_5#23	4422	-	6B
6736_5#24	4399	-	28F
6736_6#1	802	-	23F
6736_6#2	SLV4413	-	23F
6736_6#3	6172	-	6B
6736_6#4	DLV4133	-	NT
6736_6#5	3735	-	10A
6736_6#6	6149	-	16F
6736_6#7	6710	-	16F
6736_6#8	802	-	23F
6736_6#9	4390	-	NT
6736_6#10	4414	-	19F
6736_6#11	315	-	6B
6736_6#12	4936	-	6A
6736_6#13	6692	-	33B
6736_6#14	4414	-	19F
6736_6#15	6692	-	33B
6736_6#16	4414	-	19F
6736_6#17	5120	-	4
6736_6#18	6704	-	6B
6736_6#19	172	-	23F
6736_6#20	SLV6707	-	23B
6736_6#21	SLV6694	-	NT
6736_6#22	4136	-	NT
6736_6#23	6692	-	33B
6736_6#24	4414	-	19F
6736_7#1	81	-	19F
6736_7#2	4395	-	14
6736_7#3	982	-	6C
6736_7#4	6704	-	6B
6736_7#5	230	-	19A
6736_7#6	4414	-	19F
6736_7#7	DLV4393	-	NT
6736_7#8	4209	-	15C
6736_7#9	236	-	19F
6736_7#10	236	-	19F
6736_7#11	2218	-	23F
6736_7#12	236	-	19F
6736_7#13	4414	-	19F
6736_7#14	802	-	23F
6736_7#15	4421	-	NT
6736_7#16	4413	-	23F
6736_7#17	SLV6707	-	23B
6736_7#19	901	-	13
6736_7#20	1684	-	31
6736_7#21	5477	-	6A
6736_7#22	236	-	19F
6736_7#23	3735	-	7F
6736_7#24	4414	-	19F
6736_8#1	63	-	14
6736_8#2	4395	-	14
6736_8#3	5103	-	21
6736_8#4	910	-	22A
6736_8#5	6690	-	19B
6736_8#6	6710	-	16F
6736_8#7	1439	-	34
6736_8#8	4414	-	19F
6736_8#9	4414	-	19F
6736_8#10	315	-	6B
6736_8#11	989	-	46
6736_8#12	870	-	18C
6736_8#13	4209	-	15B
6736_8#14	4414	-	19F
6736_8#15	2355	-	17F
6736_8#16	802	-	23F
6736_8#17	SLV171	-	23F
6736_8#18	870	-	18C
6736_8#19	802	-	23F
6736_8#20	6707	-	23B
6736_8#21	63	-	14
6736_8#22	4414	-	19F
6736_8#23	4936	-	6A
6736_8#24	4899	-	15A
6753_1#1	4133	-	NT
6753_1#2	4413	-	23F
6753_1#3	5227	-	19A
6753_1#4	802	-	23F
6753_1#5	448	-	NT
6753_1#6	5103	-	21
6753_1#7	SLV3058	-	15A
6753_1#8	4414	-	19F
6753_1#9	95	-	6B
6753_1#10	4395	-	14
6753_1#11	4209	-	15B
6753_1#12	4451	-	46
6753_1#13	5873	-	9N
6753_1#14	4209	-	15C
6753_1#15	802	-	23F
6753_1#16	3735	-	10B
6753_1#17	4414	-	19F
6753_1#18	172	-	23F
6753_1#19	5103	-	21
6753_1#20	4413	-	23F
6753_1#21	4389	-	3
6753_1#22	63	-	14
6753_1#23	8150	-	35C
6753_1#24	448	-	NT
6753_2#1	4209	-	15B
6753_2#2	989	-	12F
6753_2#3	1439	-	34
6753_2#4	236	-	19F
6753_2#5	802	-	23F
6753_2#6	6705	-	NT
6753_2#7	4209	-	15B
6753_2#8	236	-	19F
6753_2#9	SLV4935	-	35C
6753_2#10	4209	-	15C
6753_2#11	4936	-	6A
6753_2#12	802	-	23F
6753_2#13	DLV5079	-	40
6753_2#14	802	-	23F
6753_2#15	6149	-	16F
6753_2#16	1439	-	34
6753_2#17	4414	-	19F
6753_2#18	3983	-	9N
6753_2#19	4133	-	NT
6753_2#20	SLV4415	-	23F
6753_2#21	4418	-	35F
6753_2#22	448	-	NT
6753_2#23	4209	-	15C
6753_3#1	4414	-	19F
6753_3#2	4965	-	15A
6753_3#3	4414	-	19F
6753_3#4	4414	-	19F
6753_3#5	63	-	14
6753_3#6	4414	-	19F
6753_3#7	448	-	NT
6753_3#8	4422	-	6B
6753_3#9	3735	-	10B
6753_3#10	4133	-	NT
6753_3#11	901	-	13
6753_3#12	63	-	14
6753_3#13	2758	-	7B
6753_3#14	SLV8150	-	35C
6753_3#15	910	-	22A
6753_3#16	81	-	19F
6753_3#17	4113	-	10A
6753_3#19	4413	-	23F
6753_3#20	6709	-	22F
6753_3#21	5477	-	6A
6753_3#22	4965	-	15A
6753_3#23	4209	-	15B
6753_3#24	4414	-	19F
6753_4#1	SLV5113	-	NT
6753_4#2	4209	-	15C
6753_4#3	4209	-	15C
6753_4#4	6705	-	NT
6753_4#5	99	-	11A
6753_4#6	4965	-	15A
6753_4#7	4414	-	19F
6753_4#8	1439	-	34
6753_4#9	4420	-	6C
6753_4#10	315	-	6B
6753_4#11	172	-	23F
6753_4#12	4133	-	NT
6753_4#13	5103	-	21
6753_4#14	4413	-	23F
6753_4#15	4418	-	35F
6753_4#16	315	-	6B
6753_4#17	802	-	23F
6753_4#18	SLV4935	-	35C
6753_4#19	4133	-	NT
6753_4#20	6692	-	33B
6753_4#21	6692	-	33B
6753_4#22	5227	-	19A
6753_4#23	1439	-	34
6753_4#24	5125	-	19A
6755_1#1	6689	-	21
6755_1#2	81	-	19F
6755_1#3	338	-	23A
6755_1#4	4451	-	NT
6755_1#5	982	-	6C
6755_1#6	6830	-	19F
6755_1#7	99	-	11A
6755_1#8	DLV5079	-	40
6755_1#9	4420	-	6C
6755_1#10	315	-	6B
6755_1#11	99	-	11A
6755_1#12	99	-	11A
6755_1#13	1684	-	31
6755_1#14	5093	-	NT
6755_1#15	2752	-	35C
6755_1#16	4413	-	23F
6755_1#17	172	-	23F
6755_1#18	1439	-	34
6755_1#19	4209	-	15C
6755_1#20	4414	-	19F
6755_1#22	4414	-	19F
6755_1#23	6692	-	33B
6755_1#24	4413	-	23F
6755_2#1	4410	-	35C
6755_2#2	4395	-	14
6755_2#3	870	-	18C
6755_2#4	4402	-	28F
6755_2#5	5104	-	NT
6755_2#6	1684	-	31
6755_2#7	SLV4955	-	34
6755_2#8	280	-	9V
6755_2#9	99	-	11A
6755_2#10	4422	-	6B
6755_2#11	4414	-	19F
6755_2#12	4420	-	6C
6755_2#13	448	-	NT
6755_2#14	6698	-	13
6755_2#15	230	-	19A
6755_2#16	DLV8406	-	19B
6755_2#17	5093	-	NT
6755_2#18	SLV1439	-	35F
6755_2#19	3735	-	10B
6755_2#20	SLV1778	-	34
6755_2#21	4418	-	35F
6755_2#22	6692	-	33B
6755_2#23	7649	-	35C
6755_2#24	81	-	19F
6755_3#1	447	-	37
6755_3#2	1701	-	19A
6755_3#3	3735	-	10B
6755_3#4	802	-	23F
6755_3#5	4936	-	6A
6755_3#7	4420	-	6C
6755_3#8	SLV4136	-	NT
6755_3#9	4414	-	19F
6755_3#10	4422	-	6B
6755_3#11	SLV315	-	6A
6755_3#12	870	-	18C
6755_3#13	4413	-	23F
6755_3#14	4133	-	NT
6755_3#15	4936	-	6A
6755_3#16	4136	-	NT
6755_3#17	4136	-	NT
6755_3#18	5097	-	45
6755_3#19	6707	-	23B
6755_3#20	4413	-	23F
6755_3#22	448	-	NT
6755_3#23	4414	-	19F
6755_3#24	4395	-	14
6755_4#1	338	-	23A
6755_4#2	unknown	-	NT
6755_4#3	4389	-	3
6755_4#4	4414	-	19F
6755_4#5	SLV2624	-	23F
6755_4#6	4422	-	6B
6755_4#7	4451	-	NT
6755_4#8	4414	-	19F
6755_4#9	4209	-	15B
6755_4#10	315	-	6B
6755_4#11	4413	-	23F
6755_4#12	5096	-	33C
6755_4#13	6709	-	22F
6755_4#15	4209	-	15B
6755_4#16	4413	-	23F
6755_4#17	4422	-	6B
6755_4#18	6715	-	NT
6755_4#19	802	-	23F
6755_4#21	4413	-	23F
6755_4#22	4414	-	19F
6755_4#23	SLV4414	-	19F
6755_4#24	6692	-	33B
6755_5#1	81	-	19F
6755_5#2	6694	-	NT
6755_5#3	4390	-	NT
6755_5#4	4422	-	6B
6755_5#5	5097	-	45
6755_5#6	4418	-	35F
6755_5#7	4420	-	6C
6755_5#8	3983	-	9N
6755_5#9	315	-	6B
6755_5#10	230	-	7B
6755_5#11	2572	-	23A
6755_5#12	SLV3735	-	10F
6755_5#13	870	-	18C
6755_5#14	4133	-	NT
6755_5#15	3735	-	10B
6755_5#16	448	-	NT
6755_5#17	315	-	6B
6755_5#18	3058	-	15A
6755_5#19	4936	-	6A
6755_5#20	4408	-	6A
6755_5#21	6692	-	33B
6755_5#22	280	-	9V
6755_5#23	4113	-	10A
6755_5#24	6692	-	33B
6755_6#1	DLV4133	-	NT
6755_6#2	802	-	23F
6755_6#3	4395	-	14
6755_6#4	3735	-	10B
6755_6#5	802	-	23F
6755_6#7	3058	-	17F
6755_6#8	4136	-	NT
6755_6#10	230	-	19A
6755_6#11	2572	-	23A
6755_6#12	4955	-	34
6755_6#13	81	-	19F
6755_6#14	6692	-	33B
6755_6#15	4413	-	23F
6755_6#16	910	-	22A
6755_6#17	DLV4935	-	35C
6755_6#19	4414	-	19F
6755_6#20	4403	-	6A
6755_6#21	4414	-	19F
6755_6#22	SLV5115	-	13
6755_6#23	4418	-	35F
6775_1#1	4413	-	23F
6775_1#2	5227	-	19A
6775_1#3	4414	-	19F
6775_1#4	4390	-	NT
6775_1#5	4138	-	NT
6775_1#6	4418	-	35F
6775_1#7	4413	-	23F
6775_1#8	incomplete	-	NT
6775_1#9	802	-	23F
6775_1#10	4414	-	19F
6775_1#11	4422	-	6B
6775_1#12	4395	-	14
6775_1#13	4414	-	19F
6775_1#14	SLV4136	-	NT
6775_1#15	1439	-	34
6775_1#16	SLV1778	-	34
6775_1#17	99	-	11A
6775_1#18	4422	-	6B
6775_1#19	3983	-	9N
6775_1#20	1439	-	34
6775_1#21	63	-	14
6775_1#22	4414	-	19F
6775_1#23	236	-	19F
6775_1#24	338	-	23A
6775_2#1	1439	-	34
6775_2#2	1439	-	34
6775_2#3	4413	-	23F
6775_2#4	4136	-	NT
6775_2#5	4133	-	NT
6775_2#6	3735	-	10B
6775_2#7	3735	-	10B
6775_2#8	4448	-	NT
6775_2#9	4966	-	6A
6775_2#10	4133	-	NT
6775_2#11	4413	-	23F
6775_2#12	4414	-	19F
6775_2#13	4414	-	19F
6775_2#14	4414	-	19F
6775_2#15	81	-	19F
6775_2#16	incomplete	-	NT
6775_2#17	4414	-	19F
6775_2#18	448	-	NT
6775_2#19	4414	-	19F
6775_2#20	802	-	23F
6775_2#21	802	-	23F
6775_2#22	4113	-	10A
6775_2#23	4414	-	19F
6775_2#24	4414	-	19F
6805_2#1	63	-	14
6805_2#2	4414	-	19F
6805_2#3	6698	-	13
6805_2#4	2624	-	23F
6805_2#5	DLV1181	-	7B
6805_2#6	5873	-	9N
6805_2#7	4414	-	19F
6805_2#8	4209	-	15B
6805_2#9	SLV1778	-	34
6805_2#10	4395	-	14
6805_2#11	2752	-	35C
6805_2#12	4395	-	14
6805_2#13	4413	-	23F
6805_2#14	SLV1778	-	34
6805_2#15	315	-	6B
6805_2#16	4389	-	3
6805_2#17	4413	-	23F
6805_2#18	4389	-	3
6805_2#19	4209	-	15B
6805_2#20	4396	-	14
6805_2#21	DLV7578	-	35C
6805_2#22	SLV5079	-	40
6805_2#23	81	-	19F
6805_2#24	5103	-	21
6805_3#1	99	-	11A
6805_3#2	4209	-	15B
6805_3#3	310	-	38
6805_3#4	5477	-	6A
6805_3#5	4396	-	14
6805_3#6	5127	-	6B
6805_3#7	4936	-	6A
6805_3#8	448	-	NT
6805_3#9	63	-	14
6805_3#10	4414	-	19F
6805_3#11	4133	-	NT
6805_3#12	4133	-	NT
6805_3#13	236	-	19F
6805_3#14	4209	-	15B
6805_3#15	180	-	3
6805_3#16	6692	-	28F
6805_3#17	5873	-	9N
6805_3#18	802	-	23F
6805_3#19	4395	-	14
6805_3#20	6697	-	NT
6805_3#21	910	-	22A
6805_3#22	DLV4935	-	35C
6805_3#23	4413	-	23F
6805_3#24	989	-	46
6805_4#1	5104	-	NT
6805_4#2	315	-	6B
6805_4#3	SLV4965	-	15A
6805_4#4	4414	-	19F
6805_4#5	236	-	19F
6805_4#6	4395	-	14
6805_4#7	3545	-	7F
6805_4#8	5227	-	19A
6805_4#9	DLV4391	-	NT
6805_4#10	4414	-	19F
6805_4#11	315	-	6B
6805_4#12	4136	-	NT
6805_4#13	4414	-	19F
6805_4#14	6692	-	33B
6805_4#15	4414	-	19F
6805_4#16	802	-	23F
6805_4#17	315	-	6B
6805_4#18	4395	-	14
6805_4#19	4418	-	35F
6805_4#20	4451	-	NT
6805_4#21	4418	-	35F
6805_4#22	4133	-	NT
6805_4#23	4411	-	NT
6805_4#24	63	-	14
6805_5#1	4408	-	6A
6805_5#2	63	-	14
6805_5#3	802	-	23F
6805_5#4	5873	-	9N
6805_5#5	315	-	6B
6805_5#6	448	-	NT
6805_5#7	4414	-	19F
6805_5#8	4406	-	35F
6805_5#9	230	-	19A
6805_5#10	4965	-	15A
6805_5#11	1701	-	19A
6805_5#12	SLV171	-	23F
6805_5#13	1961	-	15B
6805_5#14	4413	-	23F
6805_5#15	4422	-	6B
6805_5#16	236	-	19F
6805_5#17	1684	-	31
6805_5#19	230	-	19A
6805_5#20	802	-	23F
6805_5#21	4965	-	15A
6805_5#22	5092	-	32F
6805_5#23	4209	-	15B
6805_6#1	SLV172	-	23A
6805_6#2	5096	-	33C
6805_6#3	4413	-	23F
6805_6#4	448	-	NT
6805_6#5	8150	-	35C
6805_6#6	63	-	14
6805_6#8	1439	-	34
6805_6#9	4133	-	NT
6805_6#10	4403	-	6A
6805_6#11	5127	-	6B
6805_6#12	SLV8150	-	35C
6805_6#13	5228	-	6C
6805_6#14	1701	-	19A
6805_6#15	901	-	13
6805_6#16	4395	-	14
6805_6#17	4414	-	19F
6805_6#18	802	-	23F
6805_6#19	4413	-	23F
6805_6#20	DLV6769	-	6C
6805_6#21	4391	-	NT
6805_6#22	5093	-	NT
6805_6#23	4395	-	14
6805_6#24	SLV4955	-	34
6805_7#1	870	-	18C
6805_7#2	4420	-	6C
6805_7#3	5103	-	21
6805_7#4	6696	-	24F
6805_7#5	4398	-	NT
6805_7#6	4408	-	6A
6805_7#7	236	-	19F
6805_7#9	1684	-	31
6805_7#10	4414	-	19F
6805_7#11	3735	-	10B
6805_7#12	3735	-	10B
6805_7#13	4209	-	15B
6805_7#14	63	-	14
6805_7#15	5103	-	21
6805_7#16	5227	-	19A
6805_7#17	3735	-	10B
6805_7#18	6693	-	20
6805_7#19	SLV4935	-	35C
6805_7#20	4420	-	6C
6805_7#21	6696	-	24F
6805_7#22	6703	-	6B
6805_7#23	4133	-	NT
6807_1#1	236	-	19F
6807_1#2	4398	-	NT
6807_1#3	1439	-	34
6807_1#4	4955	-	34
6807_1#5	4209	-	15C
6807_1#6	4403	-	6A
6807_1#7	5120	-	4
6807_1#8	802	-	23F
6807_1#9	802	-	23F
6807_1#10	4936	-	6A
6807_1#11	SLV5106	-	19F
6807_1#12	SLV5106	-	19F
6807_1#13	4413	-	23F
6807_1#14	SLV4137	-	NT
6807_1#15	4413	-	23F
6807_1#16	315	-	6B
6807_1#17	DLV4935	-	29
6807_1#18	4395	-	14
6807_1#19	4414	-	19F
6807_1#20	870	-	18C
6807_1#21	63	-	14
6807_1#22	1961	-	15B
6807_1#24	SLV171	-	23F
6807_2#1	4413	-	23F
6807_2#2	4133	-	NT
6807_2#3	4414	-	19F
6807_2#4	4403	-	6A
6807_2#5	802	-	23F
6807_2#6	4414	-	19F
6807_2#7	4414	-	19F
6807_2#8	2528	-	6A
6807_2#9	802	-	23F
6807_2#10	4414	-	19F
6807_2#11	3735	-	10B
6807_2#12	4955	-	34
6807_2#13	6717	-	18C
6807_2#14	4414	-	19F
6807_2#15	448	-	NT
6807_2#16	4414	-	19F
6807_2#17	1701	-	19A
6807_2#18	6705	-	NT
6807_2#19	802	-	23F
6807_2#20	1033	-	37
6807_2#21	4133	-	NT
6807_2#22	4209	-	15C
6807_2#23	2355	-	17F
6807_2#24	4414	-	19F
6807_3#1	4414	-	19F
6807_3#2	4403	-	6A
6807_3#3	5127	-	NT
6807_3#4	1961	-	15C
6807_3#5	4421	-	NT
6807_3#6	63	-	14
6807_3#7	5127	-	6B
6807_3#8	DLV4398	-	NT
6807_3#9	DLV4113	-	10A
6807_3#10	4936	-	6A
6807_3#11	3735	-	10B
6807_3#12	63	-	14
6807_3#13	1439	-	34
6807_3#15	unknown	-	NT
6807_3#16	4209	-	15B
6807_3#17	SLV4415	-	23F
6807_3#18	5093	-	NT
6807_3#19	4414	-	19F
6807_3#20	1439	-	34
6807_3#21	1701	-	19A
6807_3#22	4414	-	19F
6807_3#23	315	-	6B
6823_1#2	1961	-	15B
6823_1#3	315	-	6B
6823_1#5	4414	-	19F
6823_1#7	4390	-	NT
6823_1#8	4133	-	NT
6823_1#9	6703	-	6B
6823_1#10	5227	-	19A
6823_1#11	5115	-	13
6823_1#12	901	-	13
6823_1#13	2218	-	23F
6823_1#14	4420	-	6C
6823_1#15	4414	-	19F
6823_1#16	802	-	23F
6823_1#17	4414	-	19F
6823_1#18	4414	-	19F
6823_1#19	4209	-	15B
6823_1#20	242	-	23F
6823_1#21	7649	-	35C
6823_1#22	DLV3789	-	18A
6823_1#23	SLV5115	-	13
6823_1#24	1701	-	19A
6823_2#1	4414	-	19F
6823_2#2	4414	-	19F
6823_2#3	1701	-	19A
6823_2#4	242	-	23F
6823_2#5	4413	-	23F
6823_2#6	SLV4935	-	35C
6823_2#7	1439	-	34
6823_2#8	4422	-	6B
6823_2#9	63	-	14
6823_2#10	4414	-	19F
6823_2#11	4422	-	6B
6823_2#12	4422	-	6B
6823_2#13	DLV8406	-	19B
6823_2#14	4965	-	15A
6823_2#15	5103	-	21
6823_2#16	4403	-	6A
6823_2#17	1439	-	34
6823_2#18	236	-	19F
6823_2#19	236	-	19F
6823_2#20	4136	-	NT
6823_2#21	SLV4955	-	34
6823_2#22	SLV3735	-	10B
6823_2#23	4414	-	19F
6823_2#24	99	-	11A
6823_3#1	DLV6769	-	6C
6823_3#2	4966	-	6A
6823_3#3	4414	-	19F
6823_3#4	5123	-	33F
6823_3#5	4390	-	NT
6823_3#6	4413	-	23F
6823_3#7	4395	-	14
6823_3#8	SLV99	-	11A
6823_3#9	SLV99	-	11A
6823_3#10	802	-	23F
6823_3#11	4414	-	19F
6823_3#12	81	-	19F
6823_3#13	1701	-	19A
6823_3#14	4414	-	19F
6823_3#15	5228	-	6C
6823_3#16	4414	-	19F
6823_3#17	6705	-	NT
6823_3#18	4414	-	19F
6823_3#19	4395	-	14
6823_3#20	unknown	-	13
6823_3#21	315	-	6B
6823_3#22	4414	-	19F
6823_3#23	4136	-	NT
6823_3#24	982	-	6A
6823_4#1	315	-	6A
6823_4#2	4414	-	19F
6823_4#3	901	-	13
6823_4#4	6703	-	6B
6823_4#5	unknown	-	NT
6823_4#6	172	-	23F
6823_4#7	63	-	14
6823_4#8	DLV7671	-	6A
6823_4#9	4966	-	6A
6823_4#10	448	-	NT
6823_4#11	4965	-	15A
6823_4#12	SLV4414	-	19F
6823_4#13	2218	-	23F
6823_4#14	802	-	23F
6823_4#15	315	-	6B
6823_4#16	SLV4133	-	NT
6823_4#17	5093	-	NT
6823_4#18	1439	-	34
6823_4#19	4422	-	6B
6823_4#20	4133	-	NT
6823_4#21	4395	-	14
6823_4#22	1701	-	19A
6823_4#23	SLV3735	-	10F
6823_4#24	802	-	23F
6823_5#1	4209	-	15C
6823_5#2	4403	-	6A
6823_5#3	SLV1961	-	15A
6823_5#4	4414	-	19F
6823_5#5	802	-	23F
6823_5#6	4414	-	19F
6823_5#7	4421	-	NT
6823_5#8	242	-	23F
6823_5#9	4133	-	NT
6823_5#10	4414	-	19F
6823_5#11	5123	-	33F
6823_5#12	6831	-	6B
6823_5#13	4209	-	15C
6823_5#14	4396	-	14
6823_5#15	SLV4415	-	23F
6823_5#16	SLV4415	-	32F
6823_5#17	5109	-	6C
6823_5#18	99	-	11A
6823_5#19	4406	-	35F
6823_5#20	4966	-	6A
6823_5#21	4414	-	19F
6823_5#22	63	-	14
6823_5#23	5873	-	9L
6823_5#24	SLV4414	-	19F
6823_6#1	5093	-	NT
6823_6#2	4965	-	15A
6823_6#3	3518	-	19F
6823_6#4	6692	-	33B
6823_6#5	SLV315	-	6B
6823_6#6	315	-	6B
6823_6#7	SLV4403	-	6A
6823_6#8	SLV4403	-	6A
6823_6#9	802	-	23F
6823_6#10	4411	-	NT
6823_6#11	4420	-	6C
6823_6#12	4414	-	19F
6823_6#13	4399	-	28F
6823_6#14	242	-	23F
6823_6#15	4420	-	6C
6823_6#16	315	-	6B
6823_6#17	unknown	-	13
6823_6#18	1439	-	34
6823_6#19	SLV5079	-	40
6823_6#20	4209	-	15B
6823_6#21	910	-	22A
6823_6#22	4420	-	6C
6823_6#23	4965	-	15A
6823_6#24	236	-	19F
6823_7#1	5127	-	6B
6823_7#2	4413	-	23F
6823_7#3	4402	-	28F
6823_7#4	SLV1894	-	31
6823_7#5	DLV6173	-	NT
6823_7#6	4209	-	15C
6823_7#7	4209	-	15B
6823_7#8	7991	-	19F
6823_7#9	1701	-	19A
6823_7#10	236	-	19F
6823_7#11	315	-	6B
6823_7#12	81	-	19F
6823_7#13	4396	-	14
6823_7#14	SLV4133	-	NT
6823_7#15	1701	-	19A
6823_7#16	6705	-	NT
6823_7#17	242	-	23F
6823_7#18	1439	-	34
6823_7#19	4414	-	19F
6823_7#20	4414	-	19F
6823_7#21	4413	-	23F
6823_7#22	incomplete	-	NT
6823_7#23	4406	-	35F
6823_7#24	4133	-	NT
6830_3#1	SLV4955	-	34
6830_3#2	4133	-	NT
6830_3#3	4965	-	15A
6830_3#4	4209	-	15B
6830_3#5	4414	-	19F
6830_3#6	4413	-	23F
6830_3#7	1439	-	34
6830_3#8	901	-	13
6830_3#10	99	-	11A
6830_3#13	172	-	23F
6830_3#14	4209	-	15B
6830_3#15	4414	-	19F
6830_3#16	802	-	23F
6830_3#17	448	-	NT
6830_3#18	4965	-	15A
6830_3#20	1701	-	19A
6830_3#21	4421	-	NT
6830_3#23	982	-	6A
6830_3#24	4408	-	6A
6840_1#1	6692	-	33B
6840_1#2	236	-	19F
6840_1#3	4414	-	19F
6840_1#4	DLV4935	-	29
6840_1#5	5125	-	19A
6840_1#6	5097	-	45
6840_1#7	1961	-	15B
6840_1#8	63	-	14
6840_1#9	982	-	6C
6840_1#10	SLV2624	-	23F
6840_1#11	4395	-	14
6840_1#12	5127	-	6B
6840_1#13	4414	-	19F
6840_1#14	SLV4935	-	35C
6840_1#15	1701	-	19A
6840_1#16	4414	-	19F
6840_1#17	SLV5115	-	13
6840_1#18	310	-	38
6840_1#19	5098	-	17F
6840_1#20	4414	-	19F
6840_1#21	4389	-	3
6840_1#22	236	-	19F
6840_1#23	4413	-	23F
6840_1#24	2016	-	6B
6840_3#1	4414	-	19F
6840_3#2	4414	-	19F
6840_3#3	6693	-	20
6840_3#4	4413	-	23F
6840_3#5	4133	-	NT
6840_3#6	315	-	6B
6840_3#7	4414	-	19F
6840_3#8	242	-	23F
6840_3#9	81	-	19F
6840_3#10	236	-	19F
6840_3#11	315	-	6B
6840_3#12	6692	-	33B
6840_3#13	4133	-	NT
6840_3#14	4389	-	3
6840_3#15	63	-	14
6840_3#16	SLV4414	-	19F
6840_3#17	5120	-	4
6840_3#18	SLV4955	-	34
6840_3#19	4133	-	NT
6840_3#20	4133	-	NT
6840_3#21	unknown	-	NT
6840_3#22	4209	-	15B
6840_3#23	5096	-	33C
6840_3#24	4414	-	19F
6841_7#1	310	-	38
6841_7#2	DLV4589	-	NT
6841_7#3	4209	-	15B
6841_7#4	6692	-	33B
6841_7#5	SLV4136	-	23F
6841_7#6	802	-	23F
6841_7#7	63	-	14
6841_7#8	4113	-	10A
6841_7#9	802	-	23F
6841_7#10	870	-	18C
6841_7#11	989	-	46
6841_7#12	6729	-	NT
6841_7#13	901	-	13
6841_7#14	4422	-	6B
6841_7#15	unknown	-	NT
6841_7#16	4422	-	6B
6841_7#17	SLV3735	-	10F
6841_7#18	4395	-	14
6841_7#19	7649	-	35B
6841_7#20	4421	-	NT
6841_7#21	5127	-	6B
6841_7#22	6710	-	16F
6841_7#23	5225	-	NT
6841_7#24	4396	-	14
6871_1#1	4414	-	19F
6871_1#2	448	-	NT
6871_1#3	4414	-	19F
6871_1#4	4966	-	6A
6871_1#5	6704	-	6B
6871_1#6	4209	-	15B
6871_1#7	802	-	23F
6871_1#8	4414	-	19F
