Key	strain	species-biovar	host	publication	year	panel1	country	ST	bruce06-BRU1322	bruce08-BRU1134	bruce11-BRU211	bruce12-BRU73	bruce42-BRU424	bruce43-BRU379	bruce45-BRU233	bruce55-BRU2066	bruce18-BRU339	bruce19-BRU324	bruce21-BRU329	bruce04-BRU1543	bruce07-BRU1250	bruce09-BRU588	bruce16-BRU548	bruce30-BRU1505
bru0379	BfR 66	B.melitensis biovar 3	human	Al Dahouk2007	1997	43	Germany (Bonn)	357	1	5	3	13	3	2	3	2	4	21	8	7	4	3	5	4
bru0380	BfR 67	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Turkey	358	1	5	3	13	3	2	3	2	4	21	8	5	5	3	5	4
bru0381	BfR 68	B.melitensis biovar 3	human	Al Dahouk2007	1999	42	Germany (Urlaub, Tyrol)	359	1	5	3	13	2	2	3	2	3	21	8	4	4	3	7	6
bru0383	BfR 70	B.melitensis biovar 3	human	Al Dahouk2007	1999	49	Italy	360	3	6	3	14	1	1	3	3	7	21	8	6	6	7	5	3
bru0385	BfR 71	B.melitensis biovar 3	human	Al Dahouk2007	2000	43	Greece	361	1	5	3	13	3	2	3	2	4	21	8	9	4	3	7	6
bru0386	BfR 72	B.melitensis biovar 3	human	Al Dahouk2007	1999	43	Turkey	362	1	5	3	13	3	2	3	2	4	21	8	5	4	5	7	3
bru0387	BfR 73	B.melitensis biovar 3	human	Al Dahouk2007	2000	42	Turkey	363	1	5	3	13	2	2	3	2	4	21	8	5	6	3	7	6
bru0388	BfR 74	B.melitensis biovar 3	human	Al Dahouk2007	2000	49	Italy	364	3	6	3	14	1	1	3	3	7	22	8	4	6	5	6	3
bru0389	BfR 75	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Turkey	365	1	5	3	13	3	2	3	2	4	21	8	6	4	3	6	4
bru0392	BfR 77	B.melitensis biovar 3	human	Al Dahouk2007	1998	42	Spain	366	1	5	3	13	2	2	3	2	4	21	8	5	7	3	6	5
bru0394	BfR 79	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Germany (Heidelberg)	367	1	5	3	13	3	2	3	2	4	21	8	4	4	3	6	4
bru0395	BfR 80	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Turkey	368	1	5	3	13	3	2	3	2	4	21	8	5	4	3	4	4
bru0397	BfR 81	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	?	369	1	5	3	13	3	2	3	2	5	18	8	4	4	3	6	6
bru0398	BfR 82	B.melitensis biovar 3	human	Al Dahouk2007	1999	42	Kazakhstan	370	1	5	3	13	2	2	3	2	4	20	8	4	4	3	6	5
bru0399	BfR 83	B.melitensis biovar 3	human	Al Dahouk2007	1996	51	Italy	371	3	5	3	13	1	1	3	3	7	21	8	5	6	7	8	3
bru0400	BfR 84	B.melitensis biovar 3	human	Al Dahouk2007	1998	64	Germany (Würzburg)	372	1	5	3	12	3	2	3	2	5	20	8	7	4	3	7	5
bru0401	BfR 85	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Turkey	373	1	5	3	13	3	2	3	2	4	20	8	5	4	6	6	3
bru0403	BfR 86	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Germany (Gelsenkirchen)	374	1	5	3	13	3	2	3	2	4	20	8	4	7	3	5	4
bru0404	BfR 87	B.melitensis biovar 3	human	Al Dahouk2007	1998	43	Germany (Ulm)	375	1	5	3	13	3	2	3	2	4	20	8	6	4	8	6	3
bru0405	BfR 88	B.melitensis biovar 3	human	Al Dahouk2007	1998	42	Germany (Leipzig)	376	1	5	3	13	2	2	3	2	4	20	8	8	7	3	4	5
bru0407	BfR 91	B.abortus biovar 1	cattle	Le Flèche2006	1996	27	Switzerland (Bern)	377	4	5	4	12	2	3	3	3	6	21	8	3	4	3	3	5
bru0412	BfR 95	B.abortus biovar 1	mouse	Le Flèche2006	UNK	28	?	378	4	5	4	12	2	2	3	3	6	21	8	3	6	3	3	5
bru0413	BfR 96	B.abortus biovar 1	cattle	Le Flèche2006	UNK	31	Zimbabwe	379	4	5	4	12	1	3	3	3	6	21	8	3	4	3	3	5
bru0415	BfR 97	B.abortus biovar 1	cattle	Le Flèche2006	UNK	37	Zimbabwe	380	4	5	4	12	2	2	3	1	6	21	8	3	4	3	3	6
bru0417	BfR 98	B.abortus biovar 1	unknown	Le Flèche2006	1972	28	Germany (Lagesbüttel)	381	4	5	4	12	2	2	3	3	6	21	8	5	4	3	6	4
bru0418	BfR 99	B.abortus biovar 1	unknown	Le Flèche2006	1972	28	Switzerland (Bern)	382	4	5	4	12	2	2	3	3	6	21	8	3	5	3	4	6
bru0419	BfR 100	B.abortus biovar 1	unknown	Le Flèche2006	1972	32	Germany (Müsterkappeln)	383	4	5	4	12	1	2	3	3	6	21	6	5	4	3	4	5
bru0420	BfR 101	B.abortus biovar 3	cattle	Le Flèche2006	1998	36	Germany (Rostock)	384	4	5	3	12	2	2	3	1	7	21	8	4	5	6	4	3
bru0426	BfR 106	B.abortus biovar 3	cattle	Le Flèche2006	1998	36	Germany (Frankfurt/O.)	385	4	5	3	12	2	2	3	1	7	21	8	4	6	6	4	3
bru0427	BfR 107	B.abortus biovar 3	unknown	Le Flèche2006	1998	36	Germany (Frankfurt/O.)	386	4	5	3	12	2	2	3	1	7	21	8	4	5	7	4	3
bru0445	BfR 123	B.abortus biovar 6	unknown	Le Flèche2006	1972	36	?	387	4	5	3	12	2	2	3	1	6	22	8	5	5	4	3	3
bru0447	BfR 124	B.abortus biovar 6	cattle	Le Flèche2006	1993	38	Syria	388	2	5	3	12	2	2	3	1	6	22	8	4	9	6	3	3
bru0454	BfR 130	B.canis	dog	Le Flèche2006	2001	3	Greece	389	2	3	9	11	3	1	5	2	5	20	9	6	7	8	5	3
bru0456	BfR 132	B.canis	dog	Le Flèche2006	1976	3	?	390	2	3	9	11	3	1	5	2	6	20	9	7	5	9	7	3
bru0459	BfR 138	B.suis biovar 2	hare	Le Flèche2006	1999	9	Germany (Nürnberg)	391	2	4	8	15	6	1	5	2	6	21	9	28	9	11	2	5
bru0460	BfR 139	B.suis biovar 2	wild boar fetus	Le Flèche2006	2000	16	Germany (Frankfurt/O.)	392	2	5	8	15	5	1	5	7	6	20	9	17	14	11	2	6
bru0461	BfR 140	B.suis biovar 2	wild boar	Le Flèche2006	2000	16	Germany (Halle)	393	2	5	8	15	5	1	5	7	5	21	9	6	14	20	2	6
bru0463	BfR 142	B.suis biovar 2	hare	Le Flèche2006	1998	9	Switzerland (Bern)	394	2	4	8	15	6	1	5	2	6	21	9	20	13	9	2	5
bru0465	BfR 143	B.suis biovar 2	boar	Le Flèche2006	2000	16	Germany (Halle)	395	2	5	8	15	5	1	5	7	4	21	9	15	14	13	2	6
bru0466	BfR 144	B.suis biovar 2	boar	Le Flèche2006	2001	16	Germany (Halle)	396	2	5	8	15	5	1	5	7	4	21	9	14	13	13	2	6
bru0469	BfR 147	B.suis biovar 2	swine	Le Flèche2006	2000	16	Germany (Potsdam)	397	2	5	8	15	5	1	5	7	6	20	9	16	11	22	2	6
bru0471	BfR 148	B.suis biovar 2	hare	Le Flèche2006	UNK	14	Switzerland (Bern)	398	2	4	8	9	6	1	5	2	6	21	9	10	8	13	2	6
bru0473	BfR 150	B.suis biovar 2	swine	Le Flèche2006	1998	9	Germany (Aulendorf)	399	2	4	8	15	6	1	5	2	6	21	9	23	12	13	2	4
bru0474	BfR 151	B.suis biovar 2	wild boar	Le Flèche2006	2001	16	Germany (Halle)	400	2	5	8	15	5	1	5	7	4	21	9	6	14	11	2	6
bru0475	BfR 152	B.suis biovar 2	wild boar	Le Flèche2006	2001	16	Germany (Halle)	401	2	5	8	15	5	1	5	7	4	21	9	14	14	13	2	6
bru0477	BfR 153	B.suis biovar 2	boar	Le Flèche2006	2002	16	Germany (Bad Langensalza)	402	2	5	8	15	5	1	5	7	6	20	9	18	13	16	2	6
bru0478	BfR 154	B.suis biovar 2	swine	Le Flèche2006	2002	20	Germany (Leipzig)	403	2	5	8	9	5	1	5	7	4	21	9	10	7	17	2	8
bru0479	BfR 155	B.suis biovar 2	wild boar	Le Flèche2006	2002	16	Germany (Halle)	404	2	5	8	15	5	1	5	7	7	20	9	12	9	10	2	5
bru0480	BfR 156	B.suis biovar 2	wild boar	Le Flèche2006	2002	16	Germany (Halle)	405	2	5	8	15	5	1	5	7	4	21	9	6	13	19	2	6
bru0481	BfR 157	B.suis biovar 2	wild boar	Le Flèche2006	2001	7	Switzerland (Bern)	406	2	4	8	15	6	1	5	6	6	21	9	14	6	14	2	7
bru0483	BfR 158	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	407	2	5	8	15	5	1	5	7	7	20	9	11	9	11	2	5
bru0485	BfR 160	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	408	2	5	8	15	5	1	5	7	4	21	9	6	14	20	2	6
bru0486	BfR 161	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	409	2	5	8	15	5	1	5	7	4	21	9	6	14	19	2	6
bru0489	BfR 163	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	410	2	5	8	15	5	1	5	7	4	21	9	6	13	20	2	6
bru0490	BfR 164	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	411	2	5	8	15	5	1	5	7	5	20	9	7	11	17	2	5
bru0491	BfR 165	B.suis biovar 2	wild boar	Le Flèche2006	1999	16	Germany (Halle)	412	2	5	8	15	5	1	5	7	5	20	9	7	12	18	2	5
bru0492	BfR 166	B.suis biovar 2	wild boar	Le Flèche2006	1999	16	Germany (Bad Langensalza)	413	2	5	8	15	5	1	5	7	6	20	9	9	7	8	2	8
bru0493	BfR 167	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	414	2	5	8	15	5	1	5	7	4	21	9	6	13	21	2	6
bru0495	BfR 168	B.suis biovar 2	wild boar	Le Flèche2006	2003	16	Germany (Halle)	415	2	5	8	15	5	1	5	7	4	21	9	15	13	14	2	6
bru0496	BfR 169	B.suis biovar 2	wild boar	Le Flèche2006	2004	16	Germany (Halle)	416	2	5	8	15	5	1	5	7	4	21	9	6	16	20	2	6
bru0497	BfR 170	B.suis biovar 2	wild boar	Le Flèche2006	2004	16	Germany (Halle)	417	2	5	8	15	5	1	5	7	4	21	9	5	13	20	2	6
bru0498	BfR 171	B.suis biovar 2	wild boar	Le Flèche2006	2004	16	Germany (Halle)	418	2	5	8	15	5	1	5	7	4	21	9	15	12	13	2	6
bru0501	BfR 173	B.ovis	sheep	Le Flèche2006	1998	1	?	419	3	5	2	10	1	1	5	2	3	4	9	10	5	12	9	2
bru0503	BfR 175	B.ovis	sheep	Le Flèche2006	1998	1	?	420	3	5	2	10	1	1	5	2	3	4	9	6	5	16	10	2
bru0504	BfR 176	B.ovis	sheep	Le Flèche2006	1998	1	?	421	3	5	2	10	1	1	5	2	3	4	9	9	5	6	8	2
bru0508	BfR 179	B.ovis	sheep	Le Flèche2006	1998	1	?	422	3	5	2	10	1	1	5	2	3	4	9	9	6	12	9	2
bru0509	BfR 180	B.ovis	sheep	Le Flèche2006	1998	1	?	423	3	5	2	10	1	1	5	2	3	4	9	6	5	17	10	2
bru0510	BfR 181	B.ovis	sheep	Le Flèche2006	1998	1	?	424	3	5	2	10	1	1	5	2	3	4	9	9	5	5	8	2
bru0514	BCCN 87-66	B.canis	dog	Le Flèche2006	1987	3	Canada	425	2	3	9	11	3	1	5	2	5	20	9	8	6	10	5	3
bru0517	BCCN 96-105	B.canis	dog	Le Flèche2006	1996	3	Romania	426	2	3	9	11	3	1	5	2	5	20	9	7	6	7	7	3
bru0520	BCCN 96-107	B.canis	dog	Le Flèche2006	1996	3	Romania	427	2	3	9	11	3	1	5	2	5	20	9	8	6	6	6	3
bru0521	BCCN 96-121	B.canis	dog	Le Flèche2006	1996	3	?	428	2	3	9	11	3	1	5	2	5	20	9	6	5	14	8	3
bru0522	BCCN 97-3	B.canis	dog	Le Flèche2006	1997	3	France	429	2	3	9	11	3	1	5	2	5	20	9	7	6	10	7	3
bru0525	BCCN 3609 (BCCN R28)	B.suis biovar 4	caribou	Le Flèche2006	UNK	5	?	430	2	3	9	10	3	1	5	2	4	20	9	6	6	7	7	3
bru0526	BCCN ELT80 (BCCN R29)	B.suis biovar 5	unknown	Le Flèche2006	UNK	22	?	431	1	2	9	17	1	2	5	6	8	21	9	7	5	9	5	6
bru0527	BCCN 87-57	B.suis biovar 4	human	Le Flèche2006	1987	3	Canada	432	2	3	9	11	3	1	5	2	4	20	9	5	5	10	10	3
bru0528	BCCN 87-58	B.suis biovar 4	human	Le Flèche2006	1987	3	Canada	433	2	3	9	11	3	1	5	2	4	20	9	6	9	6	10	3
bru0529	BCCN 87-59	B.suis biovar 4	caribou	Le Flèche2006	1987	3	Canada	434	2	3	9	11	3	1	5	2	4	20	9	8	4	5	12	3
bru0531	BCCN 87-60	B.suis biovar 4	musk ox	Le Flèche2006	1987	3	Canada	435	2	3	9	11	3	1	5	2	4	20	9	6	5	7	9	3
bru0534	BCCN 03-27	B.suis biovar 3	horse	Le Flèche2006	2003	6	Croatia	436	2	3	6	10	4	1	5	2	4	19	9	5	6	5	5	3
bru0537	BCCN 74-308	B.ovis	sheep	Le Flèche2006	1974	1	France (64)	437	3	5	2	10	1	1	5	2	3	4	9	11	10	10	8	2
bru0539	BCCN 74-345	B.ovis	sheep	Le Flèche2006	1974	1	France (64)	438	3	5	2	10	1	1	5	2	3	4	9	11	10	12	8	2
bru0540	BCCN 76-247	B.ovis	sheep	Le Flèche2006	1976	1	France (84)	439	3	5	2	10	1	1	5	2	3	4	9	8	7	14	8	2
bru0541	BCCN 76-250	B.ovis	sheep	Le Flèche2006	1976	1	France (64)	440	3	5	2	10	1	1	5	2	3	4	9	9	4	7	15	2
bru0543	BCCN 76-258	B.ovis	sheep	Le Flèche2006	1976	1	France (64)	441	3	5	2	10	1	1	5	2	3	4	9	9	9	8	7	2
bru0544	BCCN 77-7	B.ovis	sheep	Le Flèche2006	1977	1	France (06)	442	3	5	2	10	1	1	5	2	3	4	9	8	6	13	9	2
bru0545	BCCN 78-256	B.ovis	sheep	Le Flèche2006	1978	1	France (35)	443	3	5	2	10	1	1	5	2	3	4	7	7	6	10	8	2
bru0546	BCCN 82-90	B.ovis	sheep	Le Flèche2006	1982	1	France (64)	444	3	5	2	10	1	1	5	2	3	4	9	10	7	15	9	2
bru0547	BCCN 91-68	B.ovis	sheep	Le Flèche2006	1991	2	Spain	445	2	5	2	10	1	1	5	2	3	4	9	4	6	9	5	2
bru0550	BCCN 04-1	B.abortus biovar 7	unknown	Le Flèche2006	2004	36	Turkey	446	4	5	3	12	2	2	3	1	6	21	8	6	7	6	3	3
bru0651	R1	B.melitensis biovar 1	sheep	Garcia-Yoldi2007a	1986	47	Spain	447	3	4	2	13	4	2	3	3	8	18	6	2	5	6	3	6
bru0655	R5	B.melitensis biovar 1	sheep	Garcia-Yoldi2007a	1990	47	South Africa	448	3	4	2	13	4	2	3	3	8	18	6	2	4	6	4	6
bru0667	R15	B.melitensis biovar 1	sheep	Garcia-Yoldi2007a	1995	47	Spain	449	3	4	2	13	4	2	3	3	8	18	6	2	4	5	3	6
bru0669	R16	B.melitensis biovar 1	sheep	Garcia-Yoldi2007a	2000	47	Spain	450	3	4	2	13	4	2	3	3	8	18	6	2	4	7	3	6
bru0675	R22	B.melitensis biovar 1	human	Garcia-Yoldi2007a	2002	48	Spain	451	3	4	3	13	5	2	3	3	8	18	5	2	5	5	4	5
bru0679	R26	B.melitensis biovar 1	(commercial)	Garcia-Yoldi2007a	1996	47	Spain	452	3	4	2	13	4	2	3	3	8	18	6	2	5	5	3	6
bru0687	R32	B.melitensis biovar 1	(commercial)	Garcia-Yoldi2007a	1997	47	Spain	453	3	4	2	13	4	2	3	3	9	18	6	2	4	6	3	6
bru0695	R1Sp	B.melitensis biovar 1	unknown	Garcia-Yoldi2007a	UNK	47	Spain	454	3	4	2	13	4	2	3	3	5	18	6	2	6	7	3	6
bru0704	S-13	B.suis biovar 2	swine	Garcia-Yoldi2007b	1998	18	Spain-Extremadura8/98	458	2	5	8	9	5	1	5	4	6	19	9	7	7	12	2	7
bru0705	S-21	B.suis biovar 2	swine	Garcia-Yoldi2007b	1999	18	Spain-Huelva 2/99	459	2	5	8	9	5	1	5	4	6	19	9	2	8	13	2	5
bru0708	S-25	B.suis biovar 2	swine	Garcia-Yoldi2007b	2000	19	Spain-Badajoz	462	2	5	8	9	5	1	5	5	6	19	9	2	5	19	2	6
bru0710	S-28	B.suis biovar 2	swine	Garcia-Yoldi2007b	2000	19	Spain-Badajoz/caceres	463	2	5	8	9	5	1	5	5	6	19	9	2	5	18	2	8
bru0711	S-30	B.suis biovar 2	swine	Garcia-Yoldi2007b	2000	19	Spain-Salamanca 7/00	464	2	5	8	9	5	1	5	5	6	19	9	2	5	7	2	6
bru0712	S-32	B.suis biovar 2	swine	Garcia-Yoldi2007b	2000	19	Spain-Toledo 7/00	465	2	5	8	9	5	1	5	5	5	19	9	2	5	7	2	7
bru0716	S-45	B.suis biovar 2	swine	Garcia-Yoldi2007b	2002	19	Spain-Soria (Josete) 2/02	466	2	5	8	9	5	1	5	5	6	19	9	2	5	13	2	6
bru0718	S-49	B.suis biovar 2	swine	Garcia-Yoldi2007b	2002	19	Spain-Rocio Martín 5/02	467	2	5	8	9	5	1	5	5	6	19	9	2	5	17	2	6
bru0720	S-56	B.suis biovar 2	swine	Garcia-Yoldi2007b	2002	19	Spain-Soria 5/02	468	2	5	8	9	5	1	5	5	6	19	9	2	5	15	2	6
bru0722	S-59	B.suis biovar 2	swine	Garcia-Yoldi2007b	2003	19	Spain-Soria (Josete) 2/02	469	2	5	8	9	5	1	5	5	6	19	9	2	5	9	2	6
bru0723	S-62	B.suis biovar 2	swine	Garcia-Yoldi2007b	2003	19	Spain-Oropesa 7/03	470	2	5	8	9	5	1	5	5	5	19	9	4	10	13	2	8
bru0724	S-64	B.suis biovar 2	swine	Garcia-Yoldi2007b	2003	19	Spain-Badajoz(la Jineta) 11/03	471	2	5	8	9	5	1	5	5	6	19	9	2	6	13	2	7
bru0734	S-86	B.suis biovar 2	swine	Garcia-Yoldi2007b	2000	16	Croatia	472	2	5	8	15	5	1	5	7	4	21	9	2	5	3	2	8
bru0736	S-88	B.suis biovar 1	horse	Garcia-Yoldi2007b	2003	6	Croatia	473	2	3	6	10	4	1	5	2	4	19	9	2	6	6	5	3
bru0738	S-90	B.suis biovar 1	wild boar	Garcia-Yoldi2007b	1992	6	Croatia	474	2	3	6	10	4	1	5	2	4	19	9	2	8	8	5	3
bru0743	S-94	B.suis biovar 1	wild boar	Garcia-Yoldi2007b	2003	6	Croatia	476	2	3	6	10	4	1	5	2	4	19	9	2	6	5	5	3
bru0747	S-97	B.suis biovar 1	swine	Garcia-Yoldi2007b	1994	6	Croatia	477	2	3	6	10	4	1	5	2	4	19	9	2	7	8	5	3
bru0749	S-99	B.suis biovar 1	hare	Garcia-Yoldi2007b	1980	6	Croatia	478	2	3	6	10	4	1	5	2	4	19	9	2	8	7	5	3
bru0750	S-100	B.suis biovar 1	hare	Garcia-Yoldi2007b	1980	6	Croatia	479	2	3	6	10	4	1	5	2	4	19	9	2	7	7	5	3
bru0753	S-102	B.suis biovar 1	hare	Garcia-Yoldi2007b	1980	6	Croatia	480	2	3	6	10	4	1	5	2	4	19	9	7	7	7	5	3
bru0755	S-104	B.suis biovar 1	hare	Garcia-Yoldi2007b	1980	6	Croatia	481	2	3	6	10	4	1	5	2	4	19	9	5	7	6	5	3
bru0756	S-105	B.suis biovar 1	hare	Garcia-Yoldi2007b	1980	6	Croatia	482	2	3	6	10	4	1	5	2	4	19	9	2	6	9	5	3
bru0758	S-143	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	18	Spain	483	2	5	8	9	5	1	5	4	6	19	9	2	5	9	2	8
bru0759	S-144	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	19	Spain	484	2	5	8	9	5	1	5	5	5	19	9	2	7	10	2	7
bru0760	S-145	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	18	Spain	485	2	5	8	9	5	1	5	4	6	19	9	2	5	17	2	8
bru0762	S-147	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	18	Spain	486	2	5	8	9	5	1	5	4	6	19	9	2	7	10	2	8
bru0764	S-148	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	18	Spain	487	2	5	8	9	5	1	5	4	6	19	9	2	8	5	2	7
bru0765	S-149	B.suis biovar 2	wild boar	Garcia-Yoldi2007b	2005	19	Spain	488	2	5	8	9	5	1	5	5	5	19	9	2	9	11	2	6
bru0767	AUB BRUP-S1	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	489	1	5	3	13	3	2	3	2	4	20	8	4	5	3	4	5
bru0776	AUB BRUP-S10	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	490	1	5	3	13	3	2	3	2	4	25	8	4	4	9	5	6
bru0777	AUB BRUP-S11	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	491	1	5	3	13	3	2	3	2	4	20	8	3	4	3	7	6
bru0778	AUB BRUP-S12	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	492	1	5	3	13	3	2	3	2	4	20	8	5	4	3	5	5
bru0779	AUB BRUP-S13	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	493	1	5	3	13	3	2	3	2	4	20	8	4	4	3	7	4
bru0780	AUB BRUP-S14	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	494	1	5	3	13	3	2	3	2	4	20	8	5	5	9	6	6
bru0781	AUB BRUP-S15	B.melitensis biovar ?	human	Kattar2008	UNK	42	Lebanon	495	1	5	3	13	2	2	3	2	4	20	8	2	7	3	6	5
bru0783	AUB BRUP-S17	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	496	1	5	3	13	3	2	3	2	4	20	8	7	4	3	5	4
bru0786	AUB BRUP-S20	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	498	1	5	3	13	3	2	3	2	4	20	8	2	4	3	6	3
bru0787	AUB BRUP-S21	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	499	1	5	3	13	3	2	3	2	4	22	8	10	4	10	4	6
bru0788	AUB BRUP-S22	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	500	1	5	3	13	3	2	3	2	4	25	8	5	4	5	4	5
bru0789	AUB BRUP-S23	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	501	1	5	3	13	3	2	3	2	4	20	8	4	4	3	8	5
bru0790	AUB BRUP-S24	B.melitensis biovar ?	human	Kattar2008	UNK	60	Lebanon	502	1	5	3	13	3	2	2	2	4	20	8	4	4	3	5	4
bru0792	AUB BRUP-S26	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	503	1	5	3	13	3	2	3	2	4	20	8	7	5	3	5	4
bru0793	AUB BRUP-S27	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	504	1	5	3	13	3	2	3	2	4	20	8	3	4	3	8	6
bru0794	AUB BRUP-S28	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	505	1	5	3	13	3	2	3	2	4	20	8	4	4	3	11	5
bru0796	AUB BRUP-S30	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	507	1	5	3	13	3	2	3	2	4	20	8	6	4	3	6	5
bru0797	AUB BRUP-S31	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	508	1	5	3	13	3	2	3	2	4	20	8	4	4	3	5	4
bru0798	AUB BRUP-S32	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	509	1	5	3	13	3	2	3	2	4	20	8	6	4	3	7	3
bru0799	AUB BRUP-S33	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	510	1	5	3	13	3	2	3	2	4	20	8	8	3	3	5	4
bru0800	AUB BRUP-S34	B.melitensis biovar ?	human	Kattar2008	UNK	44	Lebanon	511	1	4	3	13	3	2	3	2	4	20	8	8	4	3	8	5
bru0802	(IMB) 122 or CCM4915	B.microti	Microtus arvalis	Scholz2008a	UNK	67	Czech Republic	512	4	5	12	13	5	2	5	6	9	4	9	8	5	7	13	5
bru0803	(IMB) 124 or CCM4916	B.microti	Microtus arvalis	Scholz2008a	UNK	67	Czech Republic	513	4	5	12	13	5	2	5	6	8	4	9	7	6	6	7	5
bru0926	AUB BRUP-S36	B.melitensis biovar ?	human	Kattar2008	UNK	57	Lebanon	514	1	5	3	13	3	3	3	2	4	20	8	5	4	3	8	4
bru0928	AUB BRUP-S38	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	515	1	5	3	13	3	2	3	2	5	20	8	5	5	7	5	6
bru0930	AUB BRUP-S40	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	516	1	5	3	13	3	2	3	2	4	20	8	5	5	8	7	9
bru0931	AUB BRUP-S41	B.melitensis biovar ?	human	Kattar2008	UNK	43	Lebanon	517	1	5	3	13	3	2	3	2	4	20	8	5	4	3	9	6
bru1065	(IMB) 257	B.microti	red fox	Scholz2008c	UNK	67	Austria	518	4	5	12	13	5	2	5	6	8	4	9	7	7	10	7	6
bru1066	(IMB) 284	B.microti	red fox	Scholz2008c	UNK	68	Austria	519	4	5	12	13	4	2	5	10	6	4	9	8	7	3	13	4
Smits2009#01	1	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	522	3	4	2	13	5	2	3	3	7	18	6	2	5	7	4	4
Smits2009#02	2	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	523	3	4	2	13	5	2	3	3	7	18	6	2	4	8	4	4
Smits2009#03	3	B.melitensis biovar 1	human	Smits2009	2000	80	Peru	524	3	4	2	13	3	2	3	3	7	18	6	2	5	6	4	4
Smits2009#04	4	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	525	3	4	2	13	5	2	3	3	7	18	6	2	4	8	4	4
Smits2009#05	5	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	526	3	4	2	13	5	2	3	3	7	18	6	2	5	6	4	4
Smits2009#06	6	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	527	3	4	2	13	5	2	3	3	7	18	6	2	5	8	4	4
Smits2009#07	7	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	528	3	4	2	13	5	2	3	3	7	18	6	2	5	8	4	4
Smits2009#08	8	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	529	3	4	2	13	5	2	3	3	7	18	6	2	5	8	4	4
Smits2009#09	9	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	530	3	4	2	13	5	2	3	3	7	18	6	2	5	8	4	4
Smits2009#10	10	B.melitensis biovar 1	human	Smits2009	2000	80	Peru	531	3	4	2	13	3	2	3	3	7	18	6	2	5	6	4	4
Smits2009#11	11	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	532	3	4	2	13	5	2	3	3	7	18	6	2	5	7	4	4
Smits2009#12	12	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	533	3	4	2	13	5	2	3	3	7	18	6	2	4	4	4	4
Smits2009#13	13	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	534	3	4	2	13	5	2	3	3	7	18	6	2	4	8	3	4
Smits2009#14	14	B.melitensis biovar 1	human	Smits2009	2001	54	Peru	535	3	4	2	13	5	2	3	3	7	18	6	2	5	6	3	4
Smits2009#15	15	B.melitensis biovar 1	human	Smits2009	2000	54	Peru	536	3	4	2	13	5	2	3	3	7	18	6	2	5	7	3	4
